ID 	 Date 	 Text 	 I-LOC 	 I-PER 	 I-MISC & IORG
gnd118554700_3de80f32-bdc7-4039-84f4-75350e6d79b8	1827-03-23	H. wird "président honoraire" der "Société de géographie" zu Paris.	[Paris]	[]	[]
gnd118554700_9c8b05d3-8bc2-4a95-a890-429f165b9f67	1827-04-14	H. verläßt Paris. Er wird von Heinrich von Bülow begleitet, der sich nach London begibt, um sein Amt als preußischer Gesandter anzutreten. Reiseroute: Calais (16.4.), Dover (16./17.4.), London (17.4.-5.5.).	[Calais, Dover, London, Paris]	[Heinrich von Bülow]	[]
gnd118554700_fca3de4b-9f56-4dcf-a1b6-023d91e854fa	1827-04-23	H. nimmt an einem vom engl. Premierminister George Canning gegebenen Dinner teil, bei dem auch Albert Gallatin, der Gesandter der USA in London, anwesend ist.	[London, USA]	[Albert Gallatin, George Canning, engl]	[USA]
gnd118554700_b4f970e5-50ed-4ecf-b710-bfdacaa0cadd	1827-04-26	H. besichtigt am Morgen mit Jeremias Bentham, General Voroncov und Marc Isambard Brunel den im Bau befindlichen Themsetunnel.	[]	[General Voroncov, Jeremias Bentham, Marc Isambard Brunel]	[]
gnd118554700_aa43db7b-cef6-4858-8902-d6ca040f35bd	1827-05-05	Abreise H.s aus London.	[London]	[]	[]
gnd118554700_50dc9dfb-98a0-49ec-80db-a93c58310fcc	1827-05-08	H. in Altona bei dem Astronomen Heinrich Christian Schumacher. Zusammentreffen mit dem Physiker Hans Christian Örsted.	[Altona]	[Hans Christian Örsted, Heinrich Christian Schumacher]	[]
gnd118554700_80ae0597-a9e4-407f-8777-6d4431430778	1827-05-10	Abreise H.s aus Altona.	[Altona]	[]	[]
gnd118554700_abef7ff6-807d-4907-b4e0-b624d1822893	1827-05-12	H. trifft in Berlin ein. Er wohnt bis Mai 1841 Hinter dem neuen Packhofe Nr. 4, 1. Etage, Haus des Hofzimmermeisters Glatz (auf der heutigen Museumsinsel).	[Berlin, Hofzimmermeisters Glatz]	[Glatz]	[]
gnd118554700_7ec44827-bd2b-491b-bb84-c2b39ed67098	1827-05-30	H. wird Mitglied der "Märkisch-Ökonomischen Gesellschaft" in Potsdam.	[Potsdam]	[]	[Märkisch-Ökonomischen]
gnd118554700_4e24ce62-297d-4f67-ba73-896f20ce2545	1827-06-17	H. nimmt am Stiftungsfest des Berliner Gartenvereins teil.	[Berliner Gartenvereins]	[]	[Berliner]
gnd118554700_fc178656-f97c-4b3d-9b34-4886d394101c	1827-06-21	H. schlägt der Berliner Akademie als Themen für eine Preisfrage vor: "Die Untersuchung von Grubenwettern; die Bestimmung geringer Mengen von Kohlenstoff in Mineralien; die Einwirkung der Temperatur auf die Schwingungen von Magnetnadeln".	[]	[]	[Berliner]
gnd118554700_9ebb0370-2f08-4d05-8b29-2008edbdaf94	1827-07-03	H. liest in der Berliner Akademie über "die Haupt-Ursachen der Temperatur-Verschiedenheit auf dem Erdkörper".	[]	[]	[Berliner]
gnd118554700_b3aa36ea-4ac8-415a-8ef8-9e8971582580	1827-08-05	H. unternimmt mit dem Chemiker Jöns Jacob Berzelius, der für 14 Tage in Berlin weilt, eine geologische Exkursion nach Rüdersdorf.	[Berlin, Rüdersdorf]	[Jacob Berzelius, Jöns Jacob Berzelius]	[Jöns Jacob Berzelius]
gnd118554700_2ccde9e6-0f08-4c8c-9870-67af4b16ef4a	1827-08-07	H. mit Berzelius in Tegel zu einem "Déjeuner dinatoire".	[Tegel]	[Berzelius]	[Berzelius]
gnd118554700_d14f10e9-4c78-4c32-9f40-2b6fc4d26725	1827-08	H. fungiert als Vorsitzender der Königlichen Immediat-Kommission zur Prüfung der Unterstützungsgesuche junger Künstler. Die Aufgaben der Kommission gehen am 13.4.1829 in die Akademie der Künste über.	[]	[]	[]
gnd118554700_4c44b726-8995-423d-a185-8bc7b1ec7daa	1827-08	H. wohnt dem 33. Stiftungsfest des Medizinisch-chirurgischen Friedrich-Wilhelms-Instituts zur Ausbildung von Militärärzten bei; auch später nimmt er an diesem Fest teil, das meist um den 10.8. begangen wurde, so 1828, 1830, 1837, 1838.	[]	[]	[]
gnd118554700_80a540a9-8752-48a2-a2eb-8c3b93084e43	1827-09-08	H., mit Versuchen "über die Wärmestrahlung der oberen Sandschichten auf einem freien Platz" beschäftigt, beobachtet um 20.40 Uhr in Berlin ein Nordlicht.	[Berlin]	[]	[]
gnd118554700_af621d2c-0e84-4d9d-a4f4-14f19766b6ca	1827-10-04	H. speist beim Fürsten Wittgenstein in Gesellschaft von Heim, Ehrenberg und von Kamptz.	[Ehrenberg, Wittgenstein]	[Ehrenberg, Kamptz, Wittgenstein]	[]
gnd118554700_1f1efb55-3e5a-4fe9-b562-3a186cf94b08	1827-10-17	H. und Christian Carl Josias Bunsen in Paretz; der König ist an diesem Tag in Potsdam; im Tagebuch des Königs ist kein Ausflug nach Paretz (wie sonst üblich) verzeichnet.	[Königs, Paretz, Potsdam]	[Christian Carl Josias Bunsen]	[]
gnd118554700_4728b4f8-f2fa-41be-b471-80657ed03d62	1827-11-03	H. beginnt an der Universität in Berlin seine Vorlesungen über physikalische Erdbeschreibung ("Kosmos-Vorlesungen"). Er hält insgesamt 61 Vorlesungen. Als Assistent fungiert der Physiker Ernst Knorr (1805-1879).	[Berlin]	[Ernst Knorr]	[]
gnd118554700_d8bad5c1-3acb-4cb5-abaa-96375331f35b	1827-11-13	H. wird "Geassocieerde" des "Koninklijk Nederlandsch Instituut van Wetenschappen, Letteren en Schone Kunsten", dem er schon seit 1809 als Korrespondent angehört.	[]	[Schone Kunsten]	[Koninklijk Nederlandsch Instituut, `` Koninklijk Nederlandsch Instituut]
gnd118554700_ccffe081-21e4-43e7-894b-1c3e63bee78e	1827-12-06	H. hält in der Singakademie zu Berlin den ersten öffentlichen Vortrag zum gleichen Thema wie in der Universität. Er spricht hier insgesamt 16 mal.	[Berlin]	[]	[]
gnd118554700_ef9771e5-814d-40c3-80e8-ecd1fb81f7a7	1827-12-09	H. schreibt eine Notiz, in der er bekannt gibt, dass er jede Publikation von Nachschriften seiner Vorlesungen "als einen Eingriff in mein Eigenthum" betrachten werde (Berlinische Nachrichten von Staats- und gelehrten Sachen - Spenersche Zeitung - Nr. 291, 12.12.1827, S. [7]).	[]	[]	[Berlinische, Spenersche Zeitung]
gnd118554700_fb0d6a22-d5c8-44ba-a782-a3a4ec94f2e2	1827-12-12	H. wird von der Universität Dorpat zum Dr. med. h.c. promoviert.	[]	[]	[Universität Dorpat]
gnd118554700_e53a88ec-800b-419e-a629-3dd9a9f51844	1827-12-19	Kronprinz Wilhelm schreibt an seine Schwester Charlotte (Kaiserin Aleksandra Fedorovna von Russland): " Von den Humboldtschen Vorlesungen [...] muß ich nun bemerken, daß dies eine affaire de mode oder de bon tone geworden ist, denn die ganze beau monde findet sich in dem schönen neuen Lokale der Singakademie ein, um diesen gewiß sehr interessanten Vorlesungen beizuwohnen. [...] Niemand von der ersten Gesellschaft, Damen und Herren fehlt. Papa fand es lächerlich, daß alles hinströmte - kommt aber von heute an selbst hin ..." (Karl-Heinz-Börner, Hrsg.: Prinz Wilhelm von Pteußen an Charlotte. Briefe 1817-1860. Berlin 1993, S. 128.)	[Berlin, Russland]	[Aleksandra Fedorovna, Charlotte, Humboldtschen, Papa, Wilhelm, Wilhelm von Pteußen]	[Humboldtschen, Karl-Heinz-Börner]
gnd118554700_35a5a1ef-1b87-46a2-8470-7828915a1027	1827-12-25	H. übergibt Bache ein Empfehlungsschreiben für Carl Friedrich Gauß.	[]	[Carl Friedrich Gauß]	[]
gnd118554700_b2bc3ba4-856f-4dfe-868b-931af9e26bd2	1828-01-02	H. wird Ehrenmitglied der Königlichen botanischen Gesellschaft.	[]	[]	[]
gnd118554700_853cff1c-f6f0-44a5-9417-ac74cdfb925d	1828-01-04	Der Bildhauer Christian Daniel Rauch beendet das Modell einer Medaille zu Ehren H.s.	[]	[Christian Daniel Rauch]	[]
gnd118554700_bd49c547-d2d1-4d9e-9416-45faa901aa63	1828-02-26	H. nimmt den Vorschlag des russischen Finanzministers Georg Graf von Cancrin an, 1829 eine Forschungsreise nach Rußland und Russisch-Asien durchzuführen.	[Rußland]	[Georg Graf, Georg Graf von Cancrin]	[russischen]
gnd118554700_5a1cf982-e890-4d01-9a69-2007b58d32f3	1828-03-12	H. schließt mit G. von Cotta einen Vertrag über die Veröffentlichung der "Kosmos"-Vorlesungen.	[]	[Cotta]	[Cotta]
gnd118554700_46c56782-de37-46eb-89bb-b56cde9a4ed1	1828-04-20	H. nimmt am Fest-Diner zum 50jährigen Dienstjubiläum des Plankammer-Inspektors Reymann teil.	[]	[Reymann]	[]
gnd118554700_c0d12636-1b5a-4485-8b4b-17aca47b4b98	1828-04-26	Letzte Vorlesung H.s an der Universität.	[]	[]	[]
gnd118554700_86fd5bb8-c0f3-486d-aac9-e7eaf02b7833	1828-04-27	Letzter Vortrag H.s in der Singakademie.	[H.s]	[]	[]
gnd118554700_4240d1ea-fb6e-47f3-81ea-7b42e617e7c8	1828-05-31	Großherzog Carl August von Weimar weilt bis zum 13.6. in Potsdam und Charlottenburg. H. begleitet ihn während des Aufenthaltes.	[Charlottenburg, Potsdam, Weimar]	[Carl August]	[]
gnd118554700_7e4eee6f-93b2-4a7d-95b0-cdec0f2658d0	1828-07	H. zum ersten Mal in Begleitung Friedrich Wilhelms III. in Teplitz. Er wohnt im Herrenhaus am Badeplatz. (H. begleitet den König insgesamt zehnmal auf diesen jährlichen Badereisen: 1828, 1830 und von 1832-1839; s. u.). 3.7.: H. in Nollendorf auf der Durchreise (barometrische Höhenmessung) 11.7.: Messung der magnetischen Inklination auf dem Spitalberg bei Teplitz. H. reist von Teplitz nach Prag (19. und 20.7.; erdmagnetische und barometrische Messungen mit dem Physiker und Astronomen Cassian Hallaschka) und Obrzistwy (Verhandlungen wegen des Ankaufs der Antikensammlung des verstorbenen Generals Franz Freiherr von Koller durch Preußen). Reisedaten Friedrich Wilhelm III.: 1.7. Abreise, 2.7. 5:45 Uhr Ankunft in Teplitz.	[Badeplatz, Nollendorf, Prag, Preußen, Spitalberg, Teplitz]	[Cassian Hallaschka, Franz Freiherr, Franz Freiherr von Koller, Friedrich Wilhelm III., Friedrich Wilhelms, Friedrich Wilhelms III.]	[]
gnd118554700_d87fbac2-2f36-4c86-83c5-430a6c14866b	1828-07-21	H. wieder in Teplitz. Er macht, begleitet von dem Bau-Kondukteur Ferdinand Böhm, eine Exkursion durch das Böhmische Mittelgebirge und stellt barometrische Höhenmessungen an.	[Teplitz]	[Ferdinand Böhm]	[Böhmische]
gnd118554700_604b5699-42f1-472e-acc9-886c1091f8fe	1828-07-23	H. von Teplitz aus in Altenberg. Er besteigt den Geisingberg zu Höhenmessungen und führt Temperaturmessungen in einem Schacht von Hinter-Zinnwald durch.	[Altenberg, Hinter-Zinnwald, Teplitz]	[]	[]
gnd118554700_0a33f908-093f-493a-aef5-e60b2ddc9a1b	1828-07-26	H. misst auf dem Porphyrschieferberg die magnetische Inklination.	[Porphyrschieferberg]	[]	[]
gnd118554700_3be4c69c-9d97-44c4-ac96-e5d27bff334a	1828-07-29	H. erneut in Nollendorf zu Höhenbestimmungen.	[Nollendorf]	[]	[]
gnd118554700_b75a7ab1-0266-4863-8721-8fde789f0760	1828-07-30	H. besucht Freiberg in Sachsen und die Bergakademie. Er führt erdmagnetische Messungen (am 30.7. auch unter Tage und am 31.7.) aus. Er wohnt (30./31.7.) im "Schwarzen Ross".	[Freiberg, Sachsen, Schwarzen Ross]	[Freiberg]	[]
gnd118554700_f93c5842-f08a-455a-a16f-208410b620f6	1828-08-10	H. auf der Rückreise mit dem späteren König Wilhelm I. von Preußen bei dem späteren König Johann von Sachsen.Reisedaten Friedrich Wilhelm III.: 29.7. Rückreise über Pillnitz, Diner bei König Johann von Sachsen, 30.7. Ankunft in Potsdam.	[Pillnitz, Potsdam, Preußen, Sachsen]	[Friedrich Wilhelm III., Johann, Johann von Sachsen, König Johann, König Wilhelm I. von Preußen, Wilhelm I.]	[König Johann]
gnd118554700_f98caa20-f0ee-4030-b609-c48ec3c607bf	1828-08-03	H. führt in Dresden eine Vergleichung seines Barometers durch.	[Dresden]	[]	[]
gnd118554700_8e75486c-2a32-448b-a8c8-66bceffa8dc3	1828-08-05	H. nach einem Monat Abwesenheit wieder in Berlin.	[Berlin]	[]	[]
gnd118554700_9d21243d-16c0-445a-94e6-2d1d3e9579b8	1828-08-30	H. muss um 11 Uhr nach Schloss Grunewald, wo Friedrich Wilhelm III. den Geburtstag der Fürstin von Liegnitz feiern möchte. Déjeuner dinatoire auf Schloss Grunewald.	[Liegnitz, Schloss Grunewald]	[Friedrich Wilhelm III, Friedrich Wilhelm III., Schloss Grunewald]	[]
gnd118554700_89021512-e1db-4a56-a4b5-6a48dac52cef	1828-08-31	J. J. Berzelius reist in Begleitung von Gustav Magnus nach Berlin und besucht zuerst H. in Potsdam, der ihn dem Kronprinzen (dem späteren König Friedrich Wilhelm IV.) vorstellt.	[Berlin, Potsdam]	[Berzelius, Friedrich Wilhelm IV, Friedrich Wilhelm IV., Gustav Magnus, J. J. Berzelius]	[]
gnd118554700_ae643d3c-a660-4303-9b7c-03068cac95a1	1828-09-03	H. gibt ein Frühstück für den in Berlin zur Naturforscherversammlung anwesenden Charles Babbage. Gäste u.a.: der Physiker Paul Erman, der Geologe Friedrich Hoffmann, der Mathematiker Peter Gustav Lejeune Dirichlet. Während des Frühstücks kommt auch Felix Mendelssohn Bartholdy.	[Berlin]	[Charles Babbage, Felix Mendelssohn Bartholdy, Friedrich Hoffmann, Paul Erman, Peter Gustav Lejeune, Peter Gustav Lejeune Dirichlet]	[]
gnd118554700_c4ec7e05-0d0c-468c-86bd-2347b9107f56	1828-09-06	H. wird von der Universität Bonn zum Dr. med. h.c. promoviert.	[Bonn, Universität Bonn]	[]	[]
gnd118554700_106f48e8-9deb-4b9f-b63f-c452bcc701fa	1828-09-14	Carl Friedrich Gauß trifft um 20 Uhr in Berlin ein. Er wohnt bei H.	[Berlin]	[Carl Friedrich Gauß]	[]
gnd118554700_5565b9f2-cf17-43cc-954e-66d709356a4d	1828-09-15	Gauß möchte Babbage kennenlernen. H. lädt daher Babbage zusammen mit Encke, Crelle und Dirichlet zum Frühstück in seine Wohnung ein.	[]	[Dirichlet, Encke, Gauß]	[]
gnd118554700_151c7b69-fbfc-45c3-8b63-2ecece4b6395	1828-09-18	VII. Versammlung der Gesellschaft deutscher Naturforscher und Ärzte ("Naturforscherversammlung") bis 24.9. in Berlin. H. führt den Vorsitz der Veranstaltung, an der etwa 600 Personen teilnehmen; H. hält die Eröffnungsrede am 18.9. in der Singakademie. Um 14 Uhr gibt H. in der Gaststätte von Bayermann ein Diner; eingeladen sind: Babbage, Head, Dirichlet, Encke, Lichtenstein. Am Abend gibt H. einen Tee-Empfang im Konzertsaal des Schauspielhauses mit Musik und Gesang; König FW. III. ist anwesend. C. F. Gauß, der bedeutendste Teilnehmer, wohnt bei H. H. gibt mehrfach zu Ehren namhafter Teilnehmer ein Frühstück. - Am 20.9. eröffnet H. die Sitzung der mineralogischen Sektion; am 24.9. zeigt er auf der Sitzung der zoologischen Sektion Versuche über die galvanische Wirkung bei Unterbindung der Nerven; am gleichen Tage schließt er die Versammlung.	[Berlin]	[Bayermann, C. F. Gauß, Dirichlet, Encke, Gauß, H. H.]	[deutscher]
gnd118554700_b4c9053e-3b50-4da6-b81d-a409bb0554b4	1828-09-28	H. fährt nach Paretz ( bis 2.10.). Der König ist am 26./27.9. und vom 3. bis 6.10. in Paretz.	[Paretz]	[]	[]
gnd118554700_1e83ffda-a7a3-42b4-86e7-b607a52b0cf2	1828-10-10	H. beantragt bei Friedrich Wilhelm III. den Ankauf des großen Fraunhoferschen Refraktors für die Berliner Sternwarte.	[]	[Friedrich Wilhelm, Friedrich Wilhelm III, Friedrich Wilhelm III.]	[Berliner]
gnd118554700_9e261e51-183c-4f2c-901c-bcca95bb6215	1828-12	Im Garten des Stadtrats Abraham Mendelssohn Bartholdy (1776-1835) in der Leipziger Straße Nr. 3 (heute befindet sich dort das Gebäude des Bundesrates) stellt H. zusammen mit befreundeten Gelehrten in einem auf seine Veranlassung errichteten "eisenfreien magnetischen Häuschen" regelmäßige Beobachtungen der magnetischen Abweichung und Intensität an, die mit gleichfalls von H. angeregten Messungen anderer Stationen in und außerhalb Deutschlands korrespondieren (vgl. 1830-02-11).	[Deutschlands]	[Abraham Mendelssohn Bartholdy, H.]	[Leipziger]
gnd118554700_1075bfc6-8c3e-4327-98f5-10e89b16c096	1829-01-08	H. liest in der Berliner Akademie über "den Stoff, der als Manna in Persien gefallen ist, und andere naturhistorische Gegenstände".	[Persien]	[]	[Berliner]
gnd118554700_3b61cec4-b204-45ac-be83-bb58621e1b8c	1829-02-18	H. nimmt als Pate an der Taufe von Valentin Rose, Sohn von Gustav Rose, teil.	[]	[Gustav Rose, Valentin Rose]	[]
gnd118554700_96422b22-6c79-4ebe-93c2-4bcd8eee21ce	1829-03-02	H. liest in der physikalischen Klasse der Berliner Akademie über "das indische Zahlensystem nach Dezimalstellen".	[]	[]	[Berliner, indische]
gnd118554700_e6f9c8a1-89ac-4cf9-9e9f-9b2beaaa20fb	1829-03-03	Der von H. beantragte Fraunhofersche Refraktor trifft in Berlin ein.	[Berlin]	[H.]	[]
gnd118554700_e06360ec-51e9-4edc-af7a-e983c9074c85	1829-03-24	H. hat die Abweichung der Magnetnadel 33 Stunden lang, mit Freiberg (in der Grube) korrespondierend, von Stunde zu Stunde in dem eisenfreien Häuschen (Leipziger Straße) beobachtet.	[Freiberg]	[Freiberg]	[Leipziger]
gnd118554700_489edcd4-2437-43fa-bd92-44e706dc8312	1829-03-26	H.s Schwägerin Caroline, geb. von Dacheröden (geb. am 23.2.1766 in Minden) stirbt in Tegel.	[Minden, Tegel]	[Caroline, Schwägerin Caroline]	[]
gnd118554700_2f0f718a-285a-427f-b4fe-849a7ada5452	1829-04-01	Achille Valenciennes in Berlin; er wohnt bei H.	[Berlin]	[Achille Valenciennes]	[Achille Valenciennes]
gnd118554700_ac48ff0d-303a-47fa-a2c0-4e3bc4dcf669	1829-04-02	H. liest in der Berliner Akademie über "den periodischen Wechsel der Magnetnadel".	[]	[]	[Berliner]
gnd118554700_3e77aab6-70c1-4730-b585-0043adcdbd92	1829-04-06	H. erhält den Charakter eines Wirklichen Geheimen Rats mit dem Prädikat "Exzellenz".	[]	[]	[]
gnd118554700_50189f66-faac-446f-af87-38e90756051b	1829-04-09	H. erwähnt in den Fragmenten des sibirischen Reisejournals auf S. 5 magnetische Messungen vom 9.4.1829 in Berlin, Garten von Bellevue.	[Bellevue, Berlin]	[]	[]
gnd118554700_3031e787-8fdf-4386-ba1d-8d258cea2708	1829-04-12	H. bricht um 23 Uhr von Berlin zu seiner russisch-sibirischen Reise auf. Ihn begleiten der Biologe Christian Gottffried Ehrenberg und der Mineraloge Gustav Rose sowie H.s Diener Johann Seifert. Reiseroute: Dirschau (14.4.), Überquerung der Weichsel, Weiterreise in der Nacht, Marienburg (15.4., Besichtigung der Burg), Königsberg (16.4., 8 Uhr, bis 18.4., morgens; Besuch bei dem Astronomen Friedrich Wilhelm Bessel, am 17.4. magnetische Messungen mit Bessel), Übernachtung in Sarkau 18./19.4., über die Kurische Nehrung, wegen Eisgang Aufenthalt im Wirtshaus Sandkrug (19.-22.4.); Bestimmung der Strömungsgeschwindigkeit des Wassers und geomagnetische Messungen, Memel (22.4., Stadtbesichtigung), Polangen (russische Grenzstation), Mitau (24.4., Übernachtung), Riga (25.4.), Dorpat (27./28.4., Besuch wissenschaftlicher Einrichtungen, Besprechungen mit Professoren der Universität, Diner des Rektors Gustav Ewers), Narva (29./30.4.).	[Berlin, Dorpat, Kurische Nehrung, Königsberg, Marienburg, Memel, Narva, Riga, Sandkrug, Sarkau, Weichsel]	[Bessel, Christian Gottffried Ehrenberg, Ehrenberg, Friedrich Wilhelm Bessel, Gustav Ewers, Gustav Rose, Johann, Johann Seifert]	[Kurische, Narva, russisch-sibirischen, russische]
gnd118554700_c3c7377c-b79a-41ee-bd4f-93db8a8708ad	1829-04-22	H. wird Ehrenmitglied der Berliner Akademie der Künste.	[]	[]	[Berliner]
gnd118554700_eab533cd-c6de-4c11-b8f4-558867984d6d	1829-05-01	H. trifft mit seinen Begleitern in St. Petersburg ein. Er bleibt hier bis zum 20.5., wird mehrfach vom Zaren Nikolaus I. empfangen, bereitet in Gesprächen mit dem Finanzminister Graf Georg von Cancrin u.a. seine weitere Reise vor und führt geographische Ortsbestimmungen sowie geomagnetische Messungen durch.	[Petersburg, St. Petersburg]	[Graf Georg von Cancrin, Nikolaus I.]	[]
gnd118554700_19a82176-1fda-491a-b377-b8a11486f4bc	1829-05-06	H. wird Mitglied der Petersburger Mineralogischen Gesellschaft.	[]	[]	[Petersburger]
gnd118554700_27ea2ffe-7aa7-4d30-becb-adc56f8aaa9b	1829-05-09	H. wird Mitglied der Ökonomischen Gesellschaft in Petersburg.	[Petersburg]	[]	[Ökonomischen]
gnd118554700_f91cdba1-3a3c-40ed-85a5-2c1ba6ea9304	1829-05-11	H. wird "Akademiker", d.h. Mitglied der Petersburger Akademie.	[]	[]	[Petersburger]
gnd118554700_aae76292-04e6-4d9a-86af-251d12e81fcb	1829-05-17	H. nimmt an einer Sitzung der Mineralogischen Gesellschaft teil.	[]	[]	[]
gnd118554700_1fef0301-891b-4dfc-8285-3fdb134cf22b	1829-05-20	Abreise von St. Petersburg um 9 Uhr morgens nach Moskau. Neben seinen deutschen Begleitern, der Bedienung und mehrfach wechselnden russischen Reisegefährten begleitet ihn auf der ganzen Reise der russische höhere Bergbeamte Nikolai Stepanowitsch Menschenin. Reiseroute: Nowgorod (21.5.), Waldai (21. und 22.5.), Twer (23.5.).	[Moskau, Nowgorod, Petersburg, St. Petersburg, Twer]	[Nikolai Stepanowitsch Menschenin]	[deutschen, russische, russischen]
gnd118554700_e60c36e1-2327-468a-9424-41848076ba0b	1829-05-24	H. trifft in Moskau ein. Er bleibt hier mit seinen Begleitern bis zum 28.5. Er besichtigt die Stadt, besucht die Universität und wissenschaftliche Einrichtungen. Am 27.5. geben ihm die Professoren der Moskauer Universität, deren Ehrenmitglied er wird, ein Essen, an dem 74 Persönlichkeiten teilnehmen. Es sprechen drei Vertreter der Gastgeber; H. nimmt auch selbst das Wort.	[Moskau]	[]	[Moskauer]
gnd118554700_88b96b00-ad57-48ff-8a6d-a02eb7c6b61a	1829-05-28	H. bricht mit seiner Begleitung von Moskau zum Ural auf, zunächst geht die Reise nach Katharinenburg. Reiseroute: Pokrow (Übernachtung 28./29.5.), Wladimir (29.5.), Murom (30.5.), Nishnij Novgorod (31.5. ab 15 Uhr und 1.6.), auf der Wolga nach Kasan (4.6., 6 Uhr; H. trifft den ihm von Paris her bekannten Astronomen Ivan M. Simonov und lernt den Mathematiker Nikolaj I. Lobatschewski kennen; er besucht wissenschaftliche Einrichtungen der Universität, deren Ehrenmitglied er wird; Ausflug zu den Ruinen von Bulghar auf der Wolga am 5.6. 15 Uhr, Rückreise in der Nacht vom 6. zum 7. und am 7.6. mit dem Wagen über Spask und Laischew nach Kasan (20 Uhr); Abreise von Kasan am 9.6. (7.30 Uhr), Malmysch (9.6.), Debesy (11.6.), Ochansk (11.6.), Werchne-Mulinsk (12.6. morgens, bis 13.6.), Perm (13.6., 11 Uhr), Kungur (13.6.), Atschitskaja (14.6.).	[Atschitskaja, Kasan, Katharinenburg, Malmysch, Moskau, Paris, Perm, Ural, Werchne-Mulinsk, Wladimir, Wolga]	[Ivan M. Simonov, Nikolaj I. Lobatschewski, Nishnij Novgorod, Wladimir]	[]
gnd118554700_c94eaa6d-ac16-4b2a-83b9-bdd7b9dda356	1829-06-15	H. trifft abends in Jekaterinburg ein. Er hält sich hier bis zum 25.6. auf und besichtigt Sammlungen, Einrichtungen der Stadt und unternimmt einige Exkursionen; so besucht er u.a. das Goldseifenwerk Schabrowskoi (17.6.), die Goldgrube und die Eisenhütte Beresowsk und die benachbarten Goldseifen (18.-20.6.), die Kupfergrube Gumeschewskoi (22./23.6.) und Marmorbrüche bei Jekaterinburg.	[Goldseifenwerk Schabrowskoi, Jekaterinburg]	[]	[Eisenhütte Beresowsk]
gnd118554700_d49fbd2c-f476-479e-93b7-519b872580b4	1829-06-25	H. bricht von Jekaterinburg zu einer größeren Exkursion in den nördlichen Ural auf.Reiseroute: Newjansk (26. und 27.6.), Nishne-Tagilsk (27.-30.6., Besichtigung der Demidovschen Werke, Ausflüge zu den benachbarten Platin- und Goldseifen), Kuschwinsk (30.6. und 1.7., Besichtigung des Hüttenwerks), Nishne-Turinsk (2.7., Besichtigung des Hüttenwerks), Bogoslowsk (3.7., 23 Uhr bis 6.7., Besichtigung der Kupfergruben, Untersuchung des Dauerfrostbodens). Von diesem nördlichsten Punkt geht die Rückreise nach Jekaterinburg über Werchoturje (7.7.), die Eisenhütte von Alapajewsk (8.7.), die Steinbrüche von Totschilnaja (9.7.), das Hüttenwerk von Reschewsk (Nacht vom 9. bis zum 10.7.), Mursinsk (10.7.; Besuch der Edelsteinbrüche) und die Turmalinbrüche von Schaitansk (10.7.).	[Bogoslowsk, Jekaterinburg, Newjansk, Nishne-Tagilsk, Nishne-Turinsk]	[]	[Demidovschen Werke]
gnd118554700_3ff53495-04ea-4aab-8e93-9c7b19715891	1829-07-11	H. trifft 7 Uhr morgens mit seinen Begleitern wieder in Jekaterinburg ein. Sie unternehmen noch kleinere Ausflüge, ordnen und verpacken die bisher gesammelten Gegenstände und führen Messungen aus.	[Jekaterinburg]	[]	[]
gnd118554700_0927acc7-023a-4044-bc39-d5b21b956af5	1829-07-18	Abreise 9 Uhr morgens von Katharinenburg nach Tobolsk in Westsibirien. Reiseroute: Kamyschloff (18.7. abends), Tjumen (19.7., 15 Uhr).	[Katharinenburg, Tjumen, Tobolsk, Westsibirien]	[]	[]
gnd118554700_62ffd831-895a-43a9-938c-97d9b4f71bc3	1829-07-20	H. trifft am Abend mit seinen Begleitern in Tobolsk ein. Stadtbesichtigung und Beobachtungen; kleinere Ausflüge. H. fasst den Entschluss, nicht, wie ursprünglich vorgesehen, die Rückreise anzutreten, sondern zum Altai weiterzureisen.	[Altai, Tobolsk]	[]	[]
gnd118554700_6e587d94-2d65-4860-991d-c45395e14e81	1829-07-24	H. reist 7 Uhr morgens von Tobolsk zum Altai ab. Reiseroute: Wikulowo (25.7.), Tara (Nacht zum 27.7.), Wosnesensk am Om (28.7.), Kainsk (29.7.), Kargatzkoi (30.7.), Kotkowa (31.7.), Oserki (1.8.).	[Altai, Kainsk, Kargatzkoi, Oserki, Tobolsk]	[Tara]	[]
gnd118554700_7e149412-f90b-4155-b88a-628a00e203a5	1829-08-02	H. erreicht am Morgen um 5 Uhr Barnaul. Besichtigung der Silber- und Bleischmelzhütte, des Museums und privater Sammlungen an diesem und den folgenden beiden Tagen.	[Barnaul]	[]	[]
gnd118554700_752675cc-ea53-4049-b9cc-aa2781ab2d68	1829-08-04	H. verläßt Barnaul am Abend um 22 Uhr, um in den Altai einzudringen. Reiseroute: Tschistjunskaja (5.8.), Schlangenberg (6., mittags, bis 9.8.; Besichtigung der Erzlagerstätten, einer Steinschleiferei von Kolywansk am 7.8. und eines Schachtes), Riddersk (10.8. abends 19 Uhr bis 12.8., 10 Uhr morgens; Befahrung der Silbergrube), Ust-Kamenogorsk (13.8., 4 Uhr morgens).	[Altai, Barnaul, Schlangenberg, Ust-Kamenogorsk]	[Kolywansk]	[]
